locus	n_evenements	n_porteurs_tot	n_clades_max	n_non_sens	n_decalages	nom	categorie	longueur	opp_stop	n_sites_stop	p_site_gene	attendu	p_binom	q_bh	Q2	Q3
Rv3488	8.0	83.0	4.0	2.0	6.0		temoin_neutre	324	0.061957984346283294	23	0.06176952504267024	1.4206990759814155	0.4198707708731551	1.0	True	False
Rv3575c	4.0	10.0	2.0	2.0	2.0		temoin_neutre	1080	0.19882230572053694	83	0.0549277527269756	4.559003476338975	0.9464431261800459	1.0	True	False
Rv3674c	7.0	27.0	4.0	2.0	5.0	nth	3R	738	0.17162275607300354	65	0.06054333396385961	3.9353167076508746	0.9104497956154802	1.0	True	False
Rv3690	4.0	9.0	2.0	2.0	2.0		temoin_neutre	654	0.1926114072079981	65	0.06794749728225072	4.416587323346297	0.9407855802100442	1.0	True	False
Rv3852	13.0	1069.0	39.0	2.0	11.0	hns	temoin_neutre	405	0.06851106026989558	34	0.04620474619967036	1.5709613707887924	0.4700441366842688	1.0	True	False
Rv0066c	1.0	11.0	1.0	1.0	0.0	icd2	temoin_neutre	2238	0.46934789288826817	218	0.049367734328469776	10.762166083606411	0.9999839033294143	1.0	False	False
Rv0123	1.0	8.0	2.0	1.0	0.0		temoin_neutre	369	0.07431961954523322	36	0.047337551913085286	1.7041518688710704	0.8254958830216562	1.0	False	False
Rv0338c	3.0	9.0	2.0	1.0	2.0		temoin_neutre	2649	0.6505594445489367	246	0.06063965146424229	14.917354260203604	0.9999997926389677	1.0	True	False
Rv0949	2.0	6.0	2.0	1.0	1.0	uvrD1	3R	2316	0.4253930084088731	203	0.04805063454443697	9.754278812520704	0.9999544371073248	1.0	False	False
Rv1348	1.0	99.0	2.0	1.0	0.0	irtA	temoin_neutre	2580	0.6406888947213941	219	0.06708229294607865	14.691022155191224	0.9999997512915013	1.0	False	False
Rv1352	11.0	59.0	7.0	1.0	10.0		temoin_neutre	372	0.07097458180805752	32	0.05085781308936913	1.6274500188598122	0.8118081260267225	1.0	True	False
Rv1433	8.0	738.0	10.0	1.0	7.0		temoin_neutre	816	0.1660349158207804	67	0.056823691129201714	3.807187305656515	0.9801517057796473	1.0	True	False
Rv1496	12.0	61.0	2.0	1.0	11.0		temoin_neutre	1005	0.20102192108795275	73	0.0631430239080524	4.609440745287825	0.9914463685102085	1.0	True	False
Rv1580c	5.0	558.0	30.0	1.0	4.0		temoin_neutre	273	0.05607231960949958	21	0.06122574031253809	1.2857405465633	0.7346710514702013	1.0	True	False
Rv1688	11.0	42.0	5.0	1.0	10.0	mpg	3R	612	0.1101630411454249	40	0.06315107423761615	2.526042969504646	0.9264161468209066	1.0	True	False
Rv1696	2.0	5.0	1.0	1.0	1.0	recN	3R	1764	0.29346858374617424	122	0.05515775772687393	6.72924644267862	0.9990140956219964	1.0	False	False
Rv1932	12.0	129.0	5.0	1.0	11.0	tpx	temoin_neutre	498	0.07754518437371319	33	0.05388224849318199	1.7781142002750057	0.8392350747552633	1.0	True	False
Rv2171	4.0	27.0	3.0	1.0	3.0	lppM	temoin_neutre	684	0.14267302319172043	51	0.06414702288110978	3.271498166936599	0.9659913855086503	1.0	True	False
Rv2228c	1.0	3.0	2.0	1.0	0.0		temoin_neutre	1095	0.2681989293992919	108	0.05694270602729054	6.149812250947378	0.9982212600080858	1.0	False	False
Rv2256c	1.0	11.0	1.0	1.0	0.0		temoin_neutre	534	0.2102486395402291	55	0.08765472310799233	4.821009770939578	0.9935619025594585	1.0	False	False
Rv2310	6.0	43.0	3.0	1.0	5.0		3R	345	0.06200365253968215	25	0.056869849979800643	1.4217462494950162	0.7686387002339837	1.0	True	False
Rv2362c	1.0	6.0	1.0	1.0	0.0	recO	3R	798	0.16784274408279734	63	0.06108953778574771	3.8486408805021055	0.9811494841546808	1.0	False	False
Rv2374c	1.0	2.0	2.0	1.0	0.0	hrcA	temoin_neutre	1032	0.19785674118220506	92	0.04931372872384476	4.536863042593718	0.9904627216450601	1.0	False	False
Rv2429	15.0	87.0	4.0	1.0	14.0	ahpD	temoin_neutre	534	0.1154994078815326	45	0.058853468303292335	2.648406073648155	0.9347506671764817	1.0	True	False
Rv2448c	1.0	3.0	2.0	1.0	0.0	valS	temoin_neutre	2631	0.769689097940506	250	0.07059600803831781	17.64900200957945	0.9999999887504959	1.0	False	False
Rv2513	15.0	72.0	4.0	1.0	14.0		temoin_neutre	423	0.07192030837635749	33	0.049973805065254624	1.6491355671534027	0.8158065652979591	1.0	True	False
Rv2909c	4.0	8.0	2.0	1.0	3.0	rpsP	temoin_neutre	489	0.12245680651167407	54	0.05199887971106469	2.8079395043974933	0.9440657356909883	1.0	True	False
Rv2942	1.0	2.0	2.0	1.0	0.0	mmpL7	temoin_neutre	2763	0.6347982604280643	202	0.07205915680020492	14.555949673641393	0.9999997251481318	1.0	False	False
Rv2985	4.0	9.0	1.0	1.0	3.0	mutT1	3R	954	0.26128356616650344	91	0.06583783179727501	5.991242693552026	0.9979656435809237	1.0	True	False
Rv3020c	6.0	24.0	2.0	1.0	5.0	esxS	temoin_neutre	294	0.06522610372277254	26	0.057524507110953395	1.4956371848847883	0.7857002232318027	1.0	True	False
Rv3045	6.0	20.0	2.0	1.0	5.0	adhC	temoin_neutre	1041	0.19256389677771918	94	0.04697338199220056	4.415497907266853	0.989138923310275	1.0	True	False
Rv3167c	6.0	20.0	2.0	1.0	5.0		temoin_neutre	627	0.09208316456252236	39	0.05414027362613047	2.1114706714190885	0.8859113004427766	1.0	True	False
Rv3196A	5.0	57.0	4.0	1.0	4.0		temoin_neutre	201	0.05648761985191587	27	0.04797271843871094	1.2952633978451953	0.7348243553289252	1.0	True	False
Rv3198c	3.0	26.0	2.0	1.0	2.0	uvrD2	3R	2103	0.5049233452795181	194	0.05967996205921845	11.57791263948838	0.9999934614110927	1.0	True	False
Rv3284	7.0	301.0	3.0	1.0	6.0		temoin_neutre	432	0.05588745677714623	30	0.042716721145779665	1.28150163437339	0.7300929733577808	1.0	True	False
Rv3342	5.0	55.0	2.0	1.0	4.0		temoin_neutre	732	0.17172517308402227	57	0.06908184445329223	3.937665133837657	0.983097321903369	1.0	True	False
Rv3384c	12.0	318.0	4.0	1.0	11.0	vapC46	temoin_neutre	393	0.04093200411516069	27	0.034761944541059686	0.9385725026086116	0.6152932790400871	1.0	True	False
Rv3914	5.0	55.0	15.0	1.0	4.0	trxC	temoin_neutre	351	0.06803663778188522	30	0.05200276146782308	1.5600828440346923	0.7985291735902581	1.0	True	False
Rv3921c	8.0	39.0	8.0	1.0	7.0		temoin_neutre	1101	0.2885232029006316	108	0.061257857969907105	6.615848660749967	0.998916068136131	1.0	True	False
Rv0002	0.0	0.0	0.0	0.0	0.0	dnaN	3R	1209	0.17971359316839694	104	0.03962346084663159	4.120839928049685	1.0	1.0	False	False
Rv0003	1.0	2.0	1.0	0.0	1.0	recF	3R	1158	0.2672935416629972	121	0.05065331961732256	6.12905167369603	1.0	1.0	False	False
Rv0054	1.0	12.0	4.0	0.0	1.0	ssb	3R	495	0.10638894462929299	43	0.05673262289336287	2.4395027844146036	1.0	1.0	False	False
Rv0058	0.0	0.0	0.0	0.0	0.0	dnaB	3R	2625	0.5717019078623523	231	0.05674955743960486	13.109147768548722	1.0	1.0	False	False
Rv0292	4.0	50.0	2.0	0.0	4.0	eccE3	temoin_neutre	996	0.2611827205624496	83	0.07215578674446053	5.9889302997902245	1.0	1.0	True	False
Rv0324	2.0	4.0	2.0	0.0	2.0		temoin_neutre	681	0.14295635799199977	56	0.058535625809219935	3.2779950453163162	1.0	1.0	False	False
Rv0397	10.0	74.0	5.0	0.0	10.0		temoin_neutre	369	0.10750456070451785	23	0.10717756112796017	2.465083905943084	1.0	1.0	True	False
Rv0497	0.0	0.0	0.0	0.0	0.0		temoin_neutre	933	0.24133897661190118	79	0.07004952470806608	5.53391245193722	1.0	1.0	False	False
Rv0638	0.0	0.0	0.0	0.0	0.0	secE1	temoin_neutre	486	0.07170255255171054	42	0.0391462480315635	1.6441424173256671	1.0	1.0	False	False
Rv0644c	2.0	15.0	4.0	0.0	2.0	mmaA2	temoin_neutre	864	0.24257457121375042	86	0.06467726378968008	5.562244685912487	1.0	1.0	False	False
Rv0706	0.0	0.0	0.0	0.0	0.0	rplV	temoin_neutre	594	0.09123191359954069	52	0.04022983562614973	2.091951452559786	1.0	1.0	False	False
Rv0902c	1.0	3.0	1.0	0.0	1.0	prrB	temoin_neutre	1341	0.22751541042275666	90	0.05796597247303818	5.216937522573437	1.0	1.0	False	False
Rv0937c	6.0	59.0	4.0	0.0	6.0	mku	3R	822	0.1806889045169142	88	0.04708186200619291	4.143203856544976	1.0	1.0	True	False
Rv0993	0.0	0.0	0.0	0.0	0.0	galU	temoin_neutre	921	0.14881497076763808	73	0.04674429139967179	3.4123332721760407	1.0	1.0	False	False
Rv1022	4.0	13.0	2.0	0.0	4.0	lpqU	temoin_neutre	732	0.17564122602253046	66	0.061022127051652754	4.027460385409082	1.0	1.0	True	False
Rv1107c	0.0	0.0	0.0	0.0	0.0	xseB	3R	258	0.07585744702867017	30	0.057980477166381425	1.7394143149914427	1.0	1.0	False	False
Rv1280c	1.0	2.0	2.0	0.0	1.0	oppA	temoin_neutre	1776	0.5047679473124875	149	0.07768019703252893	11.57434935784681	1.0	1.0	False	False
Rv1316c	6.0	38.0	2.0	0.0	6.0	ogt	3R	498	0.11526190745251923	49	0.053937962841780054	2.642960179247223	1.0	1.0	True	False
Rv1401	4.0	10.0	1.0	0.0	4.0		temoin_neutre	603	0.16886244192052471	53	0.07305703005627051	3.8720225929823373	1.0	1.0	True	False
Rv1402	2.0	14.0	1.0	0.0	2.0	priA	3R	1968	0.4195445761364538	132	0.07288010625007378	9.620174025009739	1.0	1.0	False	False
Rv1404	3.0	22.0	1.0	0.0	3.0		temoin_neutre	483	0.08108618596785967	38	0.04892919761625439	1.8593095094176668	1.0	1.0	True	False
Rv1415	0.0	0.0	0.0	0.0	0.0	ribA2	temoin_neutre	1278	0.17724691370493592	101	0.04024038483786528	4.064278868624394	1.0	1.0	False	False
Rv1420	1.0	159.0	5.0	0.0	1.0	uvrC	3R	1941	0.4665967785468015	183	0.058464933994398026	10.699082920974838	1.0	1.0	False	False
Rv1463	3.0	49.0	2.0	0.0	3.0		temoin_neutre	801	0.1207571012897469	68	0.04072007640022139	2.7689651952150545	1.0	1.0	True	False
Rv1547	0.0	0.0	0.0	0.0	0.0	dnaE1	3R	3555	0.6641034796325034	314	0.048496559012931026	15.227919530060342	1.0	1.0	False	False
Rv1596	0.0	0.0	0.0	0.0	0.0	nadC	temoin_neutre	858	0.16017482471046815	69	0.053229205514828806	3.6728151805231875	1.0	1.0	False	False
Rv1606	0.0	0.0	0.0	0.0	0.0	hisI	temoin_neutre	348	0.09321616568575142	35	0.06107001236566758	2.1374504327983654	1.0	1.0	False	False
Rv1629	0.0	0.0	0.0	0.0	0.0	polA	3R	2715	0.5373137855310245	220	0.056002848812509616	12.320626738752116	1.0	1.0	False	False
Rv1633	1.0	3.0	1.0	0.0	1.0	uvrB	3R	2097	0.4216061574869162	196	0.04932370494077296	9.6674461683915	1.0	1.0	False	False
Rv1638	0.0	0.0	0.0	0.0	0.0	uvrA	3R	2919	0.5342663879062142	256	0.04785449136133888	12.250749788502754	1.0	1.0	False	False
Rv1699	0.0	0.0	0.0	0.0	0.0	pyrG	temoin_neutre	1761	0.3557295560785524	165	0.049435715426556934	8.156893045381894	1.0	1.0	False	False
Rv1701	1.0	3.0	1.0	0.0	1.0		3R	936	0.1793873322802333	77	0.0534202435421589	4.113358752746235	1.0	1.0	False	False
Rv1783	0.0	0.0	0.0	0.0	0.0	eccC5	temoin_neutre	4176	1.0706084130658016	387	0.0634343514801215	24.54909402280702	1.0	1.0	False	False
Rv1841c	15.0	98.0	2.0	0.0	15.0		temoin_neutre	1038	0.1524742869861356	66	0.0529733566730206	3.4962415404193594	1.0	1.0	True	False
Rv1919c	0.0	0.0	0.0	0.0	0.0		temoin_neutre	465	0.132642353237351	44	0.06912487502200844	3.0414945009683714	1.0	1.0	False	False
Rv2055c	8.0	550.0	28.0	0.0	8.0	rpsR2	temoin_neutre	267	0.08434564650818578	27	0.07163144706885721	1.9340490708591447	1.0	1.0	True	False
Rv2188c	0.0	0.0	0.0	0.0	0.0	pimB	temoin_neutre	1158	0.19381759978427585	77	0.05771747230767857	4.4442453676912494	1.0	1.0	False	False
Rv2195	4.0	35.0	7.0	0.0	4.0	qcrA	temoin_neutre	1290	0.33794579113933315	139	0.05574899711661731	7.749110599209806	1.0	1.0	True	False
Rv2357c	1.0	4.0	2.0	0.0	1.0	glyS	temoin_neutre	1392	0.3732324709442537	150	0.057054903920393085	8.558235588058963	1.0	1.0	False	False
Rv2365c	5.0	20.0	3.0	0.0	5.0		temoin_neutre	342	0.03165114085571963	14	0.051840138167733696	0.7257619343482717	1.0	1.0	True	False
Rv2392	0.0	0.0	0.0	0.0	0.0	cysH	temoin_neutre	765	0.16294882952146197	68	0.0549474003315113	3.7364232225427685	1.0	1.0	False	False
Rv2412	1.0	15.0	4.0	0.0	1.0	rpsT	temoin_neutre	261	0.04192660917036286	24	0.04005745152396275	0.9613788365751059	1.0	1.0	False	False
Rv2554c	1.0	2.0	1.0	0.0	1.0		3R	513	0.10388263315555112	30	0.07940109871325575	2.3820329613976723	1.0	1.0	False	False
Rv2592c	0.0	0.0	0.0	0.0	0.0	ruvB	3R	1035	0.12224637092684129	69	0.04062484359367344	2.803114207963467	1.0	1.0	False	False
Rv2593c	0.0	0.0	0.0	0.0	0.0	ruvA	3R	591	0.06742679872697109	33	0.04685149121056187	1.5460992099485416	1.0	1.0	False	False
Rv2594c	0.0	0.0	0.0	0.0	0.0	ruvC	3R	567	0.12218393706483838	41	0.06833372187789408	2.801682596993657	1.0	1.0	False	False
Rv2696c	0.0	0.0	0.0	0.0	0.0		temoin_neutre	780	0.20896159821341692	69	0.06944199799259793	4.7914978614892565	1.0	1.0	False	False
Rv2720	0.0	0.0	0.0	0.0	0.0	lexA	3R	711	0.10931267351058457	46	0.05449008707380857	2.5065440053951944	1.0	1.0	False	False
Rv2726c	1.0	2.0	1.0	0.0	1.0	dapF	temoin_neutre	870	0.15904026428206372	64	0.056981244753335145	3.6467996642134493	1.0	1.0	False	False
Rv2736c	4.0	14.0	1.0	0.0	4.0	recX	3R	525	0.10144193387921913	43	0.05409459601649812	2.326067628709419	1.0	1.0	True	False
Rv2737c	0.0	0.0	0.0	0.0	0.0	recA	3R	2373	0.5579620056055579	207	0.06180720413779083	12.794091256522702	1.0	1.0	False	False
Rv2869c	0.0	0.0	0.0	0.0	0.0	rip	temoin_neutre	1215	0.23175252032171895	89	0.059708928350296404	5.31409462317638	1.0	1.0	False	False
Rv2887	0.0	0.0	0.0	0.0	0.0		temoin_neutre	420	0.07524831455239966	34	0.05074843772888361	1.7254468827820426	1.0	1.0	False	False
Rv2894c	0.0	0.0	0.0	0.0	0.0	xerC	3R	897	0.1624447226708817	55	0.06772480058472022	3.724864032159612	1.0	1.0	False	False
Rv2933	9.0	46.0	6.0	0.0	9.0	ppsC	temoin_neutre	6567	1.4992203900636802	518	0.06636521991253841	34.377183914694896	1.0	1.0	True	False
Rv2935	4.0	9.0	2.0	0.0	4.0	ppsE	temoin_neutre	4467	0.9297516899444513	360	0.059220121360063036	21.31924368962269	1.0	1.0	True	False
Rv2973c	1.0	2.0	1.0	0.0	1.0	recG	3R	2214	0.4429183692196985	190	0.05345334758749115	10.156136041623318	1.0	1.0	False	False
Rv3014c	0.0	0.0	0.0	0.0	0.0	ligA	3R	2076	0.4112207011914322	177	0.053272922244830496	9.429307237334998	1.0	1.0	False	False
Rv3039c	1.0	3.0	2.0	0.0	1.0	echA17	temoin_neutre	765	0.12952470136843816	52	0.05711551188601432	2.9700066180727447	1.0	1.0	False	False
Rv3043c	2.0	58.0	2.0	0.0	2.0	ctaD	temoin_neutre	1722	0.362423890221246	138	0.060220249252470916	8.310394396840987	1.0	1.0	False	False
Rv3149	0.0	0.0	0.0	0.0	0.0	nuoE	temoin_neutre	759	0.15899573202922218	64	0.056965289654102656	3.64577853786257	1.0	1.0	False	False
Rv3160c	1.0	3.0	2.0	0.0	1.0		temoin_neutre	642	0.12204153968754967	49	0.05711055957955869	2.7984174193983757	1.0	1.0	False	False
Rv3211	6.0	14.0	1.0	0.0	6.0	rhlE	temoin_neutre	1584	0.31261499522929165	116	0.0617954692152869	7.16827442897328	1.0	1.0	True	False
Rv3396c	0.0	0.0	0.0	0.0	0.0	guaA	temoin_neutre	1578	0.30687148294387895	117	0.06014167060674606	7.0365754609892885	1.0	1.0	False	False
Rv3422c	0.0	0.0	0.0	0.0	0.0		temoin_neutre	507	0.10538524528605075	37	0.06531048427181466	2.4164879180571424	1.0	1.0	False	False
Rv3580c	0.0	0.0	0.0	0.0	0.0	cysS1	temoin_neutre	1410	0.39789237107452147	138	0.06611368181920056	9.123688091049678	1.0	1.0	False	False
Rv3628	0.0	0.0	0.0	0.0	0.0	ppa	temoin_neutre	489	0.10052909253735791	43	0.053607817208890456	2.3051361399822894	1.0	1.0	False	False
Rv3634c	1.0	2.0	1.0	0.0	1.0	galE1	temoin_neutre	945	0.13949802575529022	71	0.045052047153079006	3.1986953478686093	1.0	1.0	False	False
Rv3644c	1.0	2.0	1.0	0.0	1.0		3R	1206	0.22488809067915716	92	0.05605101059843385	5.156692975055914	1.0	1.0	False	False
Rv3646c	0.0	0.0	0.0	0.0	0.0	topA	3R	2805	0.5699497761797913	264	0.04950367923679107	13.068971318512842	1.0	1.0	False	False
Rv3679	1.0	2.0	1.0	0.0	1.0		temoin_neutre	1023	0.21311791530519972	90	0.05429780421966904	4.886802379770214	1.0	1.0	False	False
Rv3715c	0.0	0.0	0.0	0.0	0.0	recR	3R	612	0.09905201734461407	44	0.051619698780315464	2.2712667463338803	1.0	1.0	False	False
Rv3721c	0.0	0.0	0.0	0.0	0.0	dnaZX	3R	1737	0.288730510633677	134	0.049407479368780274	6.620602235416556	1.0	1.0	False	False
Rv3745c	8.0	83.0	2.0	0.0	8.0		temoin_neutre	213	0.05693632079168795	18	0.07253067380346874	1.3055521284624374	1.0	1.0	True	False
Rv3780	1.0	11.0	5.0	0.0	1.0		temoin_neutre	537	0.14509194535409714	45	0.07393253665610974	3.3269641495249385	1.0	1.0	False	False
Rv3813c	15.0	132.0	19.0	0.0	15.0		temoin_neutre	822	0.11355776014927992	49	0.05314049006043721	2.6038840129614234	1.0	1.0	True	False
Rv3839	4.0	11.0	2.0	0.0	4.0		temoin_neutre	777	0.14610984997097617	54	0.062042680432942754	3.3503047433789086	1.0	1.0	True	False
Rv3908	3.0	13.0	3.0	0.0	3.0	mutT4	3R	747	0.1743981186373869	65	0.061522398200159256	3.9989558830103515	1.0	1.0	True	False
