clade_dir	sra	groupe	n_pool	loss	gain
L4.1.2.2	SRR7131168	temoin	153	45	14
L4.1.2.2	SRR14164563	temoin	153	2	1
L4.1.2.2	ERR4195770	temoin	153	49	14
L4.1.2.2	ERR2503544	temoin	153	42	9
L4.1.2.2	SRR20958117	temoin	153	4	1
L4.1.2.2	ERR4829018	temoin	153	21	12
L4.1.2.2	ERR229932	temoin	153	0	0
L4.1.2.2	SRR19115705	temoin	153	34	14
L4.1.2.2	SRR4034584	temoin	153	4	3
L4.1.2.2	SRR28393822	temoin	153	14	11
L4.1.2.2	ERR323110	temoin	153	37	12
L4.1.2.2	ERR11488960	temoin	153	4	1
L4.1.2.2	ERR6865525	temoin	153	20	17
L4.1.2.2	SRR18909917	temoin	153	42	11
L4.1.2.2	ERR3287772	temoin	153	23	2
L4.1.2.2	SRR19241803	temoin	153	3	0
L4.1.2.2	ERR4829875	temoin	153	23	14
L4.1.2.2	SRR22249454	temoin	153	34	14
L4.1.2.2	ERR3287413	temoin	153	16	16
L4.1.2.2	SRR7517704	temoin	153	32	13
L4.1.2.2	SRR23861876	temoin	153	44	9
L4.1.2.2	ERR4813038	temoin	153	24	11
L4.1.2.2	ERR4195581	temoin	153	21	13
L4.1.2.2	SRR22048348	temoin	153	27	12
L4.1.2.2	ERR234175	temoin	153	43	8
L4.1.2.2	SRR6397327	temoin	153	26	12
L4.1.2.2	SRR14165060	temoin	153	41	28
L4.1.2.2	ERR12118038	temoin	153	2	1
L4.1.2.2	ERR4812542	temoin	153	6	1
L4.1.2.2	SRR21732045	temoin	153	42	23
L4.1.2.2	ERR760823	temoin	153	0	0
L4.1.2.2	ERR4457881	temoin	153	23	7
L4.1.2.2	ERR4815960	temoin	153	56	16
L4.1.2.2	SRR14164595	temoin	153	1	0
L4.1.2.2	ERR8699115	temoin	153	109	43
L4.1.2.2	ERR7911217	temoin	153	8	7
L4.1.2.2	SRR4033144	temoin	153	0	0
L4.1.2.2	SRR16370453	temoin	153	29	12
L4.1.2.2	ERR3799338	temoin	153	35	20
L4.1.2.2	SRR7341705	temoin	153	24	6
L4.1.2.2	SRR26112528	temoin	153	36	17
L4.1.2.2	ERR4872140	temoin	153	5	3
L4.1.2.2	SRR14782690	temoin	153	68	26
L4.1.2.2	ERR2512581	temoin	153	38	10
L4.1.2.2	ERR11557022	temoin	153	13	4
L4.1.2.2	ERR4831116	temoin	153	30	12
L4.1.2.2	ERR9807023	temoin	153	19	4
L4.1.2.2	ERR4821554	temoin	153	25	10
L4.1.2.2	ERR4811828	temoin	153	24	10
L4.1.2.2	ERR760802	temoin	153	1	0
L4.1.2.2	SRR22048284	temoin	153	16	4
L4.1.2.2	SRR7517811	temoin	153	12	9
L4.1.2.2	ERR4812046	temoin	153	21	9
L4.1.2.2	ERR4811728	temoin	153	14	13
L4.1.2.2	ERR4812537	temoin	153	45	22
L4.1.2.2	ERR4813961	temoin	153	30	13
L4.1.2.2	ERR3257981	temoin	153	27	8
L4.1.2.2	ERR4195533	temoin	153	32	16
L4.1.2.2	ERR552314	temoin	153	39	10
L4.1.2.2	SRR26056455	temoin	153	54	17
L4.1.2.2	SRR9224956	temoin	153	47	16
L4.1.2.2	SRR28045682	temoin	153	78	19
L4.1.2.2	SRR4034295	temoin	153	4	1
L4.1.2.2	ERR4830668	temoin	153	33	11
L4.1.2.2	ERR1465758	temoin	153	47	14
L4.1.2.2	SRR26056447	temoin	153	22	6
L4.1.2.2	SRR18715370	temoin	153	39	12
L4.1.2.2	ERR757176	temoin	153	0	1
L4.1.2.2	SRR27332303	temoin	153	54	11
L4.1.2.2	SRR22249896	temoin	153	47	17
L4.1.2.2	SRR7341674	temoin	153	36	9
L4.1.2.2	ERR6865441	temoin	153	14	11
L4.1.2.2	ERR6865402	temoin	153	11	7
L4.1.2.2	ERR12268490	temoin	153	21	16
L4.1.2.2	ERR2510837	temoin	153	21	6
L4.1.2.2	ERR6879027	temoin	153	31	4
L4.1.2.2	ERR9786694	temoin	153	11	6
L4.1.2.2	ERR552699	temoin	153	118	23
L4.1.2.2	ERR4818257	temoin	153	49	15
L4.1.2.2	ERR4821497	temoin	153	40	16
L4.1.2.2	ERR10680215	temoin	153	35	14
L4.1.2.2	SRR6153118	temoin	153	35	12
L4.1.2.2	ERR11488891	temoin	153	3	0
L4.1.2.2	ERR2184585	temoin	153	18	4
L4.1.2.2	ERR4813413	temoin	153	21	15
L4.1.2.2	ERR4816132	temoin	153	35	26
L4.1.2.2	ERR2202610	temoin	153	0	2
L4.1.2.2	ERR4195601	temoin	153	45	22
L4.1.2.2	ERR4817212	temoin	153	6	1
L4.1.2.2	ERR4812398	temoin	153	9	2
L4.1.2.2	SRR22048464	temoin	153	43	17
L4.1.2.2	SRR28409694	temoin	153	23	4
L4.1.2.2	SRR21676309	temoin	153	41	17
L4.1.2.2	ERR4812465	temoin	153	20	10
L4.1.2.2	ERR11465238	temoin	153	51	19
L4.1.2.2	SRR10809017	temoin	153	34	22
L4.1.2.2	SRR10809131	temoin	153	31	6
L4.1.2.2	ERR498374	temoin	153	26	5
L4.1.2.2	ERR11465490	temoin	153	49	13
L4.1.2.2	ERR4818855	temoin	153	33	15
L4.1.2.2	ERR552961	temoin	153	50	19
L4.1.2.2	SRR18715000	temoin	153	4	0
L4.1.2.2	ERR108482	temoin	153	0	1
L4.1.2.2	ERR4814003	temoin	153	20	4
L4.1.2.2	ERR2503451	temoin	153	50	24
L4.1.2.2	ERR760611	temoin	153	3	1
L4.1.2.2	ERR6865387	temoin	153	18	7
L4.1.2.2	SRR26399312	temoin	153	2	0
L4.1.2.2	ERR2514670	temoin	153	12	7
L4.1.2.2	ERR9029869	temoin	153	26	15
L4.1.2.2	ERR11552013	temoin	153	57	11
L4.1.2.2	ERR4813865	temoin	153	34	17
L4.1.2.2	SRR12931697	temoin	153	39	7
L4.1.2.2	ERR1227515	temoin	153	33	14
L4.1.2.2	ERR6866977	temoin	153	10	8
L4.1.2.2	SRR24466780	temoin	153	42	20
L4.1.2.2	ERR6866702	temoin	153	30	9
L4.1.2.2	SRR7585408	temoin	153	25	11
L4.1.2.2	SRR24673500	temoin	153	27	10
L4.1.2.2	SRR21240040	temoin	153	29	6
L4.1.2.2	SRR24710230	temoin	153	38	19
L4.1.2.2	SRR19303927	temoin	153	47	18
L4.1.2.2	ERR4812369	temoin	153	51	16
L4.1.2.2	SRR14164933	temoin	153	37	8
L4.1.2.2	ERR760762	temoin	153	8	2
L4.1.2.2	SRR21239894	temoin	153	39	18
L4.1.2.2	SRR4033568	temoin	153	0	0
L4.1.2.2	SRR28393647	temoin	153	0	1
L4.1.2.2	ERR6866276	temoin	153	11	4
L4.1.2.2	ERR2202609	temoin	153	2	1
L4.1.2.2	ERR6866882	temoin	153	14	6
L4.1.2.2	ERR9786869	temoin	153	50	16
L4.1.2.2	ERR6866916	temoin	153	12	4
L4.1.2.2	SRR7765062	temoin	153	27	13
L4.1.2.2	ERR6866861	temoin	153	12	6
L4.1.2.2	ERR1465794	temoin	153	45	20
L4.1.2.2	ERR760604	temoin	153	2	1
L4.1.2.2	ERR9786345	temoin	153	10	3
L4.1.2.2	ERR11488769	temoin	153	2	0
L4.1.2.2	ERR4830362	temoin	153	0	1
L4.1.2.2	ERR6362089	temoin	153	30	12
L4.1.2.2	SRR9588595	temoin	153	48	22
L4.1.2.2	SRR12931790	temoin	153	36	11
L4.1.2.2	ERR2199801	temoin	153	71	25
L4.1.2.2	ERR4829674	temoin	153	31	9
L4.1.2.2	SRR7341659	temoin	153	34	15
L4.1.2.2	SRR24673527	temoin	153	5	2
L4.1.2.2	SRR28375412	temoin	153	36	7
L4.1.2.2	SRR22461665	temoin	153	17	2
L4.1.2.2	SRR14164786	temoin	153	30	14
L4.3.2.2.2.2.2.2.1	ERR047014	cas	151	20	20
L4.3.2.2.2.2.2.2.1	SRR28498393	temoin	151	2	3
L4.3.2.2.2.2.2.2.1	SRR14781845	temoin	151	18	13
L4.3.2.2.2.2.2.2.1	ERR3287824	temoin	151	2	0
L4.3.2.2.2.2.2.2.1	SRR22536486	temoin	151	17	10
L4.3.2.2.2.2.2.2.1	ERR7363080	temoin	151	40	18
L4.3.2.2.2.2.2.2.1	SRR18715083	temoin	151	5	3
L4.3.2.2.2.2.2.2.1	ERR2503400	temoin	151	24	6
L4.3.2.2.2.2.2.2.1	SRR21676940	temoin	151	18	8
L4.3.2.2.2.2.2.2.1	SRR24673494	temoin	151	16	11
L4.3.2.2.2.2.2.2.1	ERR4813458	temoin	151	1	0
L4.3.2.2.2.2.2.2.1	ERR4814572	temoin	151	32	14
L4.3.2.2.2.2.2.2.1	ERR4829736	temoin	151	57	16
L4.3.2.2.2.2.2.2.1	ERR2653139	temoin	151	21	10
L4.3.2.2.2.2.2.2.1	ERR2704700	temoin	151	33	13
L4.3.2.2.2.2.2.2.1	ERR2451322	temoin	151	0	1
L4.3.2.2.2.2.2.2.1	SRR12830368	temoin	151	10	3
L4.3.2.2.2.2.2.2.1	SRR28393648	temoin	151	0	1
L4.3.2.2.2.2.2.2.1	ERR4813400	temoin	151	51	19
L4.3.2.2.2.2.2.2.1	ERR4872297	temoin	151	2	9
L4.3.2.2.2.2.2.2.1	SRR16088237	temoin	151	4	0
L4.3.2.2.2.2.2.2.1	ERR6865921	temoin	151	48	11
L4.3.2.2.2.2.2.2.1	ERR8665732	temoin	151	5	3
L4.3.2.2.2.2.2.2.1	ERR6865934	temoin	151	24	9
L4.3.2.2.2.2.2.2.1	SRR21727725	temoin	151	52	21
L4.3.2.2.2.2.2.2.1	SRR28706517	temoin	151	10	6
L4.3.2.2.2.2.2.2.1	ERR2707007	temoin	151	38	19
L4.3.2.2.2.2.2.2.1	SRR24673577	temoin	151	18	9
L4.3.2.2.2.2.2.2.1	SRR21240141	temoin	151	1	0
L4.3.2.2.2.2.2.2.1	SRR21239926	temoin	151	3	3
L4.3.2.2.2.2.2.2.1	ERR1034748	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	ERR11488842	temoin	151	3	1
L4.3.2.2.2.2.2.2.1	ERR552123	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	ERR6865790	temoin	151	20	10
L4.3.2.2.2.2.2.2.1	SRR18715151	temoin	151	33	9
L4.3.2.2.2.2.2.2.1	ERR2510803	temoin	151	58	26
L4.3.2.2.2.2.2.2.1	SRR19276628	temoin	151	30	13
L4.3.2.2.2.2.2.2.1	ERR12117909	temoin	151	4	0
L4.3.2.2.2.2.2.2.1	SRR10851645	temoin	151	53	22
L4.3.2.2.2.2.2.2.1	ERR2517559	temoin	151	22	10
L4.3.2.2.2.2.2.2.1	SRR13232720	temoin	151	1	1
L4.3.2.2.2.2.2.2.1	SRR13591424	temoin	151	18	12
L4.3.2.2.2.2.2.2.1	SRR18714993	temoin	151	3	4
L4.3.2.2.2.2.2.2.1	SRR14164638	temoin	151	54	32
L4.3.2.2.2.2.2.2.1	ERR6866723	temoin	151	32	13
L4.3.2.2.2.2.2.2.1	SRR24256072	temoin	151	5	3
L4.3.2.2.2.2.2.2.1	ERR5866295	temoin	151	5	7
L4.3.2.2.2.2.2.2.1	ERR2653151	temoin	151	48	19
L4.3.2.2.2.2.2.2.1	ERR10561916	temoin	151	33	13
L4.3.2.2.2.2.2.2.1	ERR5866053	temoin	151	19	12
L4.3.2.2.2.2.2.2.1	SRR28498614	temoin	151	13	12
L4.3.2.2.2.2.2.2.1	SRR22424774	temoin	151	53	18
L4.3.2.2.2.2.2.2.1	SRR21240139	temoin	151	50	14
L4.3.2.2.2.2.2.2.1	SRR13312531	temoin	151	4	6
L4.3.2.2.2.2.2.2.1	ERR2653178	temoin	151	43	22
L4.3.2.2.2.2.2.2.1	SRR21240054	temoin	151	1	2
L4.3.2.2.2.2.2.2.1	SRR22461596	temoin	151	36	9
L4.3.2.2.2.2.2.2.1	SRR27449961	temoin	151	23	12
L4.3.2.2.2.2.2.2.1	ERR4813662	temoin	151	38	15
L4.3.2.2.2.2.2.2.1	SRR14164381	temoin	151	13	13
L4.3.2.2.2.2.2.2.1	SRR14164551	temoin	151	6	2
L4.3.2.2.2.2.2.2.1	SRR10808987	temoin	151	50	25
L4.3.2.2.2.2.2.2.1	SRR26112170	temoin	151	0	4
L4.3.2.2.2.2.2.2.1	SRR9224913	temoin	151	32	18
L4.3.2.2.2.2.2.2.1	SRR23861811	temoin	151	15	8
L4.3.2.2.2.2.2.2.1	ERR2184410	temoin	151	48	21
L4.3.2.2.2.2.2.2.1	ERR5918123	temoin	151	11	10
L4.3.2.2.2.2.2.2.1	SRR13232771	temoin	151	6	5
L4.3.2.2.2.2.2.2.1	SRR28239907	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	SRR18715272	temoin	151	35	9
L4.3.2.2.2.2.2.2.1	SRR28239848	temoin	151	2	0
L4.3.2.2.2.2.2.2.1	ERR4813866	temoin	151	14	8
L4.3.2.2.2.2.2.2.1	SRR28239635	temoin	151	13	4
L4.3.2.2.2.2.2.2.1	SRR16089550	temoin	151	77	41
L4.3.2.2.2.2.2.2.1	SRR20958086	temoin	151	10	4
L4.3.2.2.2.2.2.2.1	SRR18714904	temoin	151	26	8
L4.3.2.2.2.2.2.2.1	SRR21239873	temoin	151	36	21
L4.3.2.2.2.2.2.2.1	ERR4813703	temoin	151	1	0
L4.3.2.2.2.2.2.2.1	ERR10561911	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	SRR23862178	temoin	151	3	3
L4.3.2.2.2.2.2.2.1	SRR26111980	temoin	151	52	11
L4.3.2.2.2.2.2.2.1	SRR7646043	temoin	151	14	7
L4.3.2.2.2.2.2.2.1	SRR24673554	temoin	151	44	8
L4.3.2.2.2.2.2.2.1	ERR108487	temoin	151	41	5
L4.3.2.2.2.2.2.2.1	ERR1193799	temoin	151	34	14
L4.3.2.2.2.2.2.2.1	ERR8699137	temoin	151	18	6
L4.3.2.2.2.2.2.2.1	ERR3287510	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	SRR16087904	temoin	151	2	3
L4.3.2.2.2.2.2.2.1	ERR1193717	temoin	151	52	18
L4.3.2.2.2.2.2.2.1	SRR19304010	temoin	151	61	31
L4.3.2.2.2.2.2.2.1	SRR16088000	temoin	151	19	12
L4.3.2.2.2.2.2.2.1	SRR26387487	temoin	151	4	0
L4.3.2.2.2.2.2.2.1	ERR5865002	temoin	151	26	9
L4.3.2.2.2.2.2.2.1	SRR13870422	temoin	151	0	2
L4.3.2.2.2.2.2.2.1	ERR8773912	temoin	151	32	14
L4.3.2.2.2.2.2.2.1	ERR4809124	temoin	151	19	7
L4.3.2.2.2.2.2.2.1	SRR22251060	temoin	151	28	9
L4.3.2.2.2.2.2.2.1	SRR4034591	temoin	151	15	10
L4.3.2.2.2.2.2.2.1	ERR9117727	temoin	151	43	11
L4.3.2.2.2.2.2.2.1	ERR8665505	temoin	151	1	1
L4.3.2.2.2.2.2.2.1	SRR18914229	temoin	151	10	6
L4.3.2.2.2.2.2.2.1	ERR6879029	temoin	151	2	0
L4.3.2.2.2.2.2.2.1	ERR4972571	temoin	151	0	1
L4.3.2.2.2.2.2.2.1	ERR3287412	temoin	151	1	1
L4.3.2.2.2.2.2.2.1	ERR8665735	temoin	151	2	4
L4.3.2.2.2.2.2.2.1	ERR8665581	temoin	151	3	1
L4.3.2.2.2.2.2.2.1	SRR28239478	temoin	151	2	0
L4.3.2.2.2.2.2.2.1	SRR21240045	temoin	151	30	11
L4.3.2.2.2.2.2.2.1	ERR4811744	temoin	151	10	6
L4.3.2.2.2.2.2.2.1	ERR11464980	temoin	151	9	9
L4.3.2.2.2.2.2.2.1	SRR9970989	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	SRR25745176	temoin	151	3	1
L4.3.2.2.2.2.2.2.1	SRR10397217	temoin	151	7	5
L4.3.2.2.2.2.2.2.1	SRR21732156	temoin	151	2	1
L4.3.2.2.2.2.2.2.1	SRR23938595	temoin	151	4	5
L4.3.2.2.2.2.2.2.1	ERR552122	temoin	151	1	0
L4.3.2.2.2.2.2.2.1	ERR4972576	temoin	151	0	1
L4.3.2.2.2.2.2.2.1	SRR16088304	temoin	151	14	13
L4.3.2.2.2.2.2.2.1	ERR4812776	temoin	151	4	0
L4.3.2.2.2.2.2.2.1	SRR22528574	temoin	151	5	4
L4.3.2.2.2.2.2.2.1	ERR2516885	temoin	151	66	19
L4.3.2.2.2.2.2.2.1	ERR1193797	temoin	151	13	9
L4.3.2.2.2.2.2.2.1	ERR5865805	temoin	151	18	13
L4.3.2.2.2.2.2.2.1	SRR24799224	temoin	151	53	24
L4.3.2.2.2.2.2.2.1	SRR21732544	temoin	151	3	0
L4.3.2.2.2.2.2.2.1	ERR4830740	temoin	151	20	9
L4.3.2.2.2.2.2.2.1	ERR4829355	temoin	151	56	25
L4.3.2.2.2.2.2.2.1	ERR3014603	temoin	151	28	7
L4.3.2.2.2.2.2.2.1	SRR12830389	temoin	151	6	5
L4.3.2.2.2.2.2.2.1	SRR19317563	temoin	151	63	32
L4.3.2.2.2.2.2.2.1	ERR2503535	temoin	151	41	19
L4.3.2.2.2.2.2.2.1	ERR8699849	temoin	151	22	8
L4.3.2.2.2.2.2.2.1	ERR654966	temoin	151	10	8
L4.3.2.2.2.2.2.2.1	ERR5866398	temoin	151	9	5
L4.3.2.2.2.2.2.2.1	ERR2600538	temoin	151	20	6
L4.3.2.2.2.2.2.2.1	SRR20958118	temoin	151	12	10
L4.3.2.2.2.2.2.2.1	ERR4813035	temoin	151	15	14
L4.3.2.2.2.2.2.2.1	SRR12931676	temoin	151	10	7
L4.3.2.2.2.2.2.2.1	ERR1193679	temoin	151	23	5
L4.3.2.2.2.2.2.2.1	ERR2513609	temoin	151	59	22
L4.3.2.2.2.2.2.2.1	SRR18715176	temoin	151	12	4
L4.3.2.2.2.2.2.2.1	ERR4811913	temoin	151	3	2
L4.3.2.2.2.2.2.2.1	SRR28706632	temoin	151	18	9
L4.3.2.2.2.2.2.2.1	SRR14519801	temoin	151	27	7
L4.3.2.2.2.2.2.2.1	ERR4811853	temoin	151	0	0
L4.3.2.2.2.2.2.2.1	ERR1193822	temoin	151	21	6
L4.3.2.2.2.2.2.2.1	SRR18714943	temoin	151	11	10
L4.3.2.2.2.2.2.2.1	ERR4195510	temoin	151	45	17
L4.3.2.2.2.2.2.2.1	SRR3055711	temoin	151	16	5
L4.3.2.2.2.2.2.2.1	ERR4830700	temoin	151	35	20
L4.3.2.2.2.2.2.2.1	ERR4195695	temoin	151	28	13
L4.8.2	SRR19320525	cas	151	64	25
L4.8.2	ERR4821418	temoin	151	94	33
L4.8.2	SRR3103497	temoin	151	1	0
L4.8.2	SRR16088274	temoin	151	2	1
L4.8.2	ERR4829613	temoin	151	5	1
L4.8.2	ERR2513892	temoin	151	0	0
L4.8.2	SRR16088265	temoin	151	5	3
L4.8.2	ERR4799353	temoin	151	27	10
L4.8.2	SRR7535060	temoin	151	2	0
L4.8.2	ERR11243504	temoin	151	2	0
L4.8.2	SRR23340016	temoin	151	70	35
L4.8.2	ERR3287876	temoin	151	4	1
L4.8.2	SRR28046335	temoin	151	39	10
L4.8.2	ERR4820771	temoin	151	19	7
L4.8.2	SRR28393478	temoin	151	3	2
L4.8.2	SRR14782368	temoin	151	6	1
L4.8.2	SRR18714782	temoin	151	2	1
L4.8.2	ERR2515161	temoin	151	12	8
L4.8.2	ERR5866284	temoin	151	10	4
L4.8.2	SRR24256118	temoin	151	86	40
L4.8.2	SRR18714905	temoin	151	68	33
L4.8.2	SRR25827438	temoin	151	36	20
L4.8.2	ERR5864894	temoin	151	23	11
L4.8.2	ERR978798	temoin	151	0	0
L4.8.2	SRR10379988	temoin	151	68	31
L4.8.2	SRR21710678	temoin	151	43	16
L4.8.2	SRR23861836	temoin	151	4	0
L4.8.2	SRR14782664	temoin	151	81	30
L4.8.2	ERR911894	temoin	151	0	1
L4.8.2	SRR7645957	temoin	151	22	11
L4.8.2	SRR6356936	temoin	151	0	0
L4.8.2	ERR552028	temoin	151	80	28
L4.8.2	SRR14164397	temoin	151	54	25
L4.8.2	SRR15399225	temoin	151	44	14
L4.8.2	SRR27107271	temoin	151	11	2
L4.8.2	SRR10808905	temoin	151	0	0
L4.8.2	SRR18714790	temoin	151	5	4
L4.8.2	ERR8975547	temoin	151	9	5
L4.8.2	SRR10809110	temoin	151	19	4
L4.8.2	ERR894442	temoin	151	6	1
L4.8.2	ERR552292	temoin	151	41	16
L4.8.2	SRR18715383	temoin	151	8	3
L4.8.2	ERR4819419	temoin	151	41	5
L4.8.2	ERR978659	temoin	151	0	0
L4.8.2	ERR4820499	temoin	151	2	1
L4.8.2	ERR4827491	temoin	151	24	10
L4.8.2	SRR18715294	temoin	151	27	11
L4.8.2	ERR2600525	temoin	151	26	5
L4.8.2	SRR27986045	temoin	151	6	0
L4.8.2	SRR21658642	temoin	151	16	5
L4.8.2	SRR14782275	temoin	151	58	16
L4.8.2	SRR7645816	temoin	151	40	13
L4.8.2	ERR2432986	temoin	151	44	19
L4.8.2	ERR11243492	temoin	151	6	0
L4.8.2	SRR18715427	temoin	151	24	9
L4.8.2	SRR18213798	temoin	151	1	0
L4.8.2	ERR9806659	temoin	151	15	3
L4.8.2	ERR4553775	temoin	151	6	3
L4.8.2	SRR24710127	temoin	151	34	15
L4.8.2	SRR7592354	temoin	151	72	26
L4.8.2	SRR18213902	temoin	151	0	0
L4.8.2	ERR2041696	temoin	151	59	25
L4.8.2	SRR6079926	temoin	151	37	15
L4.8.2	SRR6480491	temoin	151	72	33
L4.8.2	SRR5073781	temoin	151	86	31
L4.8.2	ERR4812437	temoin	151	9	2
L4.8.2	ERR2503569	temoin	151	50	10
L4.8.2	SRR28240183	temoin	151	87	36
L4.8.2	ERR6052093	temoin	151	17	10
L4.8.2	ERR4811774	temoin	151	1	1
L4.8.2	ERR8773830	temoin	151	68	25
L4.8.2	ERR1750923	temoin	151	74	37
L4.8.2	ERR1465901	temoin	151	27	22
L4.8.2	ERR4821947	temoin	151	56	13
L4.8.2	SRR12634542	temoin	151	4	2
L4.8.2	ERR11465148	temoin	151	12	6
L4.8.2	SRR13232443	temoin	151	25	5
L4.8.2	ERR11488531	temoin	151	4	7
L4.8.2	ERR2513431	temoin	151	47	18
L4.8.2	SRR6356930	temoin	151	0	0
L4.8.2	ERR11466045	temoin	151	34	8
L4.8.2	SRR22249853	temoin	151	21	3
L4.8.2	SRR18715134	temoin	151	2	3
L4.8.2	ERR4195453	temoin	151	54	24
L4.8.2	ERR978702	temoin	151	0	0
L4.8.2	SRR23340082	temoin	151	32	15
L4.8.2	ERR2503543	temoin	151	24	12
L4.8.2	ERR4828908	temoin	151	2	0
L4.8.2	ERR8774363	temoin	151	2	1
L4.8.2	ERR4799796	temoin	151	40	20
L4.8.2	ERR4828847	temoin	151	58	28
L4.8.2	ERR4815589	temoin	151	1	1
L4.8.2	SRR4033217	temoin	151	0	0
L4.8.2	SRR10379911	temoin	151	0	1
L4.8.2	SRR23861875	temoin	151	73	28
L4.8.2	ERR2041794	temoin	151	55	29
L4.8.2	SRR22048385	temoin	151	30	8
L4.8.2	ERR3324354	temoin	151	70	30
L4.8.2	SRR23861792	temoin	151	5	2
L4.8.2	ERR2512530	temoin	151	0	0
L4.8.2	SRR16088458	temoin	151	3	1
L4.8.2	ERR4815666	temoin	151	43	12
L4.8.2	ERR978707	temoin	151	0	0
L4.8.2	ERR2200084	temoin	151	52	27
L4.8.2	ERR5917665	temoin	151	64	26
L4.8.2	SRR7592327	temoin	151	2	4
L4.8.2	ERR911936	temoin	151	0	0
L4.8.2	ERR6359137	temoin	151	34	14
L4.8.2	SRR23861864	temoin	151	32	16
L4.8.2	ERR4830065	temoin	151	60	19
L4.8.2	ERR234694	temoin	151	37	8
L4.8.2	SRR16058542	temoin	151	2	1
L4.8.2	ERR4797127	temoin	151	17	6
L4.8.2	SRR4033249	temoin	151	0	0
L4.8.2	SRR14782443	temoin	151	1	2
L4.8.2	ERR5917743	temoin	151	72	39
L4.8.2	ERR067614	temoin	151	62	25
L4.8.2	SRR27450030	temoin	151	41	25
L4.8.2	ERR4820769	temoin	151	63	24
L4.8.2	SRR28239720	temoin	151	56	28
L4.8.2	SRR21798440	temoin	151	74	37
L4.8.2	ERR403291	temoin	151	35	15
L4.8.2	SRR18715087	temoin	151	31	17
L4.8.2	ERR8700355	temoin	151	20	8
L4.8.2	SRR7516415	temoin	151	41	14
L4.8.2	ERR11465953	temoin	151	62	51
L4.8.2	ERR9786668	temoin	151	23	8
L4.8.2	ERR552999	temoin	151	36	11
L4.8.2	ERR9786925	temoin	151	13	7
L4.8.2	SRR18714994	temoin	151	41	13
L4.8.2	ERR8975061	temoin	151	29	14
L4.8.2	SRR14782175	temoin	151	7	1
L4.8.2	ERR176590	temoin	151	20	15
L4.8.2	SRR12634634	temoin	151	32	12
L4.8.2	ERR978725	temoin	151	1	0
L4.8.2	SRR19318155	temoin	151	44	23
L4.8.2	ERR4799073	temoin	151	42	24
L4.8.2	ERR978817	temoin	151	2	1
L4.8.2	ERR4553602	temoin	151	5	2
L4.8.2	SRR21733295	temoin	151	46	24
L4.8.2	ERR4818904	temoin	151	34	19
L4.8.2	SRR14782797	temoin	151	60	21
L4.8.2	SRR18715373	temoin	151	83	22
L4.8.2	ERR2503455	temoin	151	55	22
L4.8.2	ERR911892	temoin	151	0	0
L4.8.2	SRR18213688	temoin	151	2	0
L4.8.2	SRR28239938	temoin	151	52	20
L4.8.2	ERR2514112	temoin	151	4	0
L4.8.2	ERR2200007	temoin	151	9	2
L4.8.2	SRR26112460	temoin	151	37	15
L4.8.2	SRR19303901	temoin	151	67	17
